Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Cumulative Revenue
5456-1,2013-08-17,Valerie Dominguez,"152 Bunnerong Road, Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Furniture,Large Box,Regular Air,2013-08-17,4.53,7.3,2.77,44.0,339.55,9.0,33.75,319.57,7.72,339.64,81725.67999999996
5193-1,2013-08-17,Valerie Dominguez,"152 Bunnerong Road, Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,2013-08-17,2.18,3.52,1.34,12.0,86.0,2.0,3.76,58.06,6.83,74.58,81800.25999999997
5615-1,2013-08-17,Valerie Dominguez,"152 Bunnerong Road, Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Economy Binders,Office Supplies,Small Pack,Regular Air,2013-08-17,1.33,2.08,0.75,7.0,79.92,5.0,3.34,75.56,1.49,74.75,81875.00999999997
5271-1,2013-08-17,Valerie Dominguez,"152 Bunnerong Road, Eastgardens",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,2013-08-17,1.31,2.84,1.53,18.0,36.2,2.0,3.35,35.59,0.93,36.09,81911.09999999996
5306-1,2013-08-17,Roy Skaria,"2/797 Botany Rd, Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,2013-08-17,2.98,5.84,2.86,39.0,42.2,1.0,3.27,39.64,0.83,30.47,81941.56999999996
5025-1,2013-08-17,Valerie Dominguez,"152 Bunnerong Road, Eastgardens",Sydney,NSW,Home Office,Tina Carlton,High,1726 Digital Answering Machine,Office Supplies,Wrap Bag,Regular Air,2013-08-17,8.82,20.99,12.17,16.0,49.36,2.0,3.96,48.66,4.81,44.56,81986.12999999996
5726-1,2013-08-18,Amy Hunt,"60 Commercial Rd, Prahran",Melbourne,VIC,Home Office,Yvette Biti,Medium,Security-Tint Envelopes,Technology,Small Box,Regular Air,2013-08-20,4.89,7.64,2.75,24.0,199.3,8.0,5.97,185.57,1.39,186.57,82172.69999999997
5971-1,2013-08-20,Jennifer Patt,"523 King St, Newtown",Sydney,NSW,Small Business,Aanya Zhang,High,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,2013-08-22,2.9,4.76,1.86,7.0,273.52,2.0,2.45,264.05,0.88,268.55,82441.24999999997
5154-1,2013-08-20,Jennifer Patt,"523 King St, Newtown",Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 479 Labels,Office Supplies,Small Box,Express Air,2013-08-22,1.59,2.61,1.02,32.0,27.12,10.0,2.53,25.53,0.5,27.42,82468.66999999997
5345-1,2013-08-20,Jennifer Patt,"523 King St, Newtown",Sydney,NSW,Consumer,Aanya Zhang,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Pack,Express Air,2013-08-22,5.33,8.6,3.27,37.0,197.8,8.0,3.96,193.84,6.19,200.03,82668.69999999997
5316-1,2013-08-20,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road, Moore Park",Sydney,NSW,Small Business,Tina Carlton,High,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Express Air,2013-08-22,1.6,2.62,1.02,39.0,99.3,4.0,3.95,95.69,0.8,96.79,82765.48999999996
5654-1,2013-08-20,Resan Morkmat,"523 King St, Newtown",Sydney,NSW,Small Business,Aanya Zhang,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,2013-08-21,4.53,7.3,2.77,2.0,197.96,3.0,3.96,193.82,7.72,195.23,82960.71999999996
5216-1,2013-08-20,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road, Moore Park",Sydney,NSW,Consumer,Tina Carlton,Medium,Steady Liquid Accent Highlighters,Office Supplies,Wrap Bag,Express Air,2013-08-22,3.47,6.68,3.21,30.0,33.4,5.0,3.01,30.39,1.5,31.89,82992.60999999996
5299-1,2013-08-20,Jennifer Patt,"523 King St, Newtown",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2013-08-22,2.5,5.68,3.18,23.0,236.29,1.0,2.69,243.69,3.6,249.98,83242.58999999995
5510-1,2013-08-20,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road, Moore Park",Sydney,NSW,Home Office,Tina Carlton,Not Specified,HFX 6S Scientific Calculator,Office Supplies,Small Box,Regular Air,2013-08-22,7.92,12.99,5.07,38.0,336.04,9.0,3.61,320.95,9.44,331.96,83574.54999999996
5459-1,2013-08-20,Jennifer Patt,"523 King St, Newtown",Sydney,NSW,Corporate,Aanya Zhang,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2013-08-22,1.94,3.08,1.14,3.0,79.9,9.0,2.39,70.91,0.99,80.4,83654.94999999995
5881-1,2013-08-22,Bradley Drucker,"1 John St, Waterloo",Sydney,NSW,Corporate,Charlie Bui,High,Smiths File Caddy,Office Supplies,Small Box,Regular Air,2013-08-24,4.03,9.38,5.35,43.0,283.72,8.0,29.59,260.25,7.28,273.53,83928.47999999995
5165-1,2013-08-22,Bradley Drucker,"1 John St, Waterloo",Sydney,NSW,Home Office,Charlie Bui,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2013-08-24,8.82,20.99,12.17,33.0,436.78,9.0,26.29,431.25,4.81,436.32,84364.79999999996
5509-1,2013-08-22,Bradley Drucker,"1 John St, Waterloo",Sydney,NSW,Consumer,Charlie Bui,Low,Smiths File Caddy,Office Supplies,Small Box,Regular Air,2013-08-24,4.03,9.38,5.35,8.0,291.2,9.0,25.96,260.52,7.28,273.59,84638.38999999996
5259-1,2013-08-22,Bradley Drucker,"1 John St, Waterloo",Sydney,NSW,Small Business,Charlie Bui,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Pack,Regular Air,2013-08-24,4.53,7.3,2.77,25.0,255.16,3.0,2.65,252.05,7.72,243.55,84881.93999999996
5152-1,2013-08-24,Toby Gondweld,"523 King St, Newtown",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-08-28,1.94,3.08,1.14,10.0,156.0,10.0,13.28,142.58,0.99,133.04,85014.97999999995
5334-1,2013-08-24,Henry Goldwyn,"541 Church St, Richmond",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2013-08-27,3.65,5.98,2.33,6.0,159.2,4.0,1.54,145.02,1.49,146.51,85161.48999999995
5150-1,2013-08-24,Skye Norling,"48 Albion St, Surry Hills",Sydney,NSW,Consumer,Natasha Song,Not Specified,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Technology,Small Box,Regular Air,2013-08-27,2.39,4.26,1.87,39.0,135.0,9.0,12.15,122.85,1.2,130.63,85292.11999999995
5190-1,2013-08-24,Henry Goldwyn,"541 Church St, Richmond",Melbourne,VIC,Corporate,Yvette Biti,High,Binder Clips by OIC,Technology,Medium Box,Regular Air,2013-08-27,0.93,1.48,0.55,35.0,53.36,0.0,4.27,52.29,0.7,53.2,85345.31999999995
5213-1,2013-08-24,Lisa Hizard,"Cnr Williams Road & Lechlade Ave, South Yarra",Melbourne,VIC,Home Office,Yvette Biti,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,2013-08-27,1.31,2.84,1.53,43.0,36.92,3.0,0.37,36.55,0.93,37.46,85382.77999999996
5181-1,2013-08-24,Skye Norling,"48 Albion St, Surry Hills",Sydney,NSW,Corporate,Natasha Song,High,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2013-08-27,10.07,15.98,5.91,15.0,862.21,10.0,11.62,566.09,4.0,588.54,85971.31999999995
5407-1,2013-08-24,Brad Thomas,"152 Bunnerong Road, Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,2013-08-29,3.37,5.53,2.16,7.0,119.46,6.0,4.69,112.08,6.98,110.58,86081.89999999995
5761-1,2013-08-25,Bruce Degenhardt,"501 George St, Sydney",Sydney,NSW,Home Office,Samantha Chairs,High,Colored Envelopes,Office Supplies,Small Box,Regular Air,2013-08-26,2.25,3.69,1.44,29.0,78.92,0.0,0.0,78.56,2.5,83.96,86165.85999999996
5221-1,2013-08-25,Bruce Degenhardt,"501 George St, Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,Smiths General Use 3-Ring Binders,Technology,Jumbo Drum,Delivery Truck,2013-08-26,1.18,1.88,0.7,12.0,78.96,6.0,0.0,78.96,1.49,80.45,86246.30999999995
5323-1,2013-08-26,Roy Skaria,"797 Botany Rd, Rosebery",Sydney,NSW,Corporate,Phoebe Gour,Critical,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-08-27,1.6,2.62,1.02,8.0,38.94,3.0,0.34,36.56,0.8,35.89,86282.19999999995
5806-2,2013-08-28,Katrina Edelman,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Home Office,Preston Senome,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2013-08-01,0.24,1.26,1.02,38.0,14.79,9.0,4.49,13.69,0.7,13.99,86296.18999999996
5732-1,2013-08-28,Neil French,"523 King St, Newtown",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Apex Design Stainless Steel Bent Scissors,Technology,Small Pack,Express Air,2013-08-29,2.87,6.84,3.97,21.0,239.4,9.0,4.39,233.01,4.42,241.43,86537.61999999995
5958-1,2013-08-28,Jiel Smearn,"224A Gertrude St, Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2013-08-01,3.32,5.18,1.86,2.0,119.48,1.0,4.99,102.07,2.04,109.24,86646.85999999996
5501-1,2013-08-29,Nancy Lomonaco,"523 King St, Newtown",Sydney,NSW,Small Business,Aanya Zhang,Low,Steady Pocket Accent Highlighters,Technology,Small Box,Regular Air,2013-09-03,0.93,1.6,0.67,26.0,41.6,3.0,4.16,37.45,1.29,38.93,86685.78999999995
5271-1,2013-08-29,Nancy Lomonaco,"523 King St, Newtown",Sydney,NSW,Consumer,Aanya Zhang,Low,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2013-09-03,3.65,5.98,2.33,9.0,141.44,4.0,4.49,136.12,1.49,128.53,86814.31999999995
5252-1,2013-08-29,Nancy Lomonaco,"523 King St, Newtown",Sydney,NSW,Small Business,Aanya Zhang,High,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2013-09-03,2.29,3.69,1.4,48.0,119.14,2.0,4.93,113.18,0.5,115.22,86929.53999999995
5300-1,2013-08-29,John Castell,"38/133-145 Castlereagh St, Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Express Air,2013-08-30,0.93,1.6,0.67,35.0,92.37,4.0,1.95,96.39,1.29,97.69,87027.22999999995
5942-1,2013-08-29,Nancy Lomonaco,"523 King St, Newtown",Sydney,NSW,Corporate,Aanya Zhang,High,Apex Office Executive Series Stainless Steel Trimmers,Furniture,Small Pack,Express Air,2013-09-03,3.51,8.57,5.06,1.0,46.32,10.0,4.1,42.48,6.14,43.28,87070.50999999995
5359-1,2013-08-29,John Castell,"38/133-145 Castlereagh St, Sydney",Sydney,NSW,Home Office,Natasha Song,Medium,Artisan Poly Binder Pockets,Office Supplies,Small Box,Express Air,2013-08-30,2.26,3.58,1.32,22.0,164.12,2.0,1.64,152.77,5.47,153.27,87223.77999999996
6009-1,2013-08-29,Nancy Lomonaco,"523 King St, Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2013-09-03,1.84,2.88,1.04,38.0,41.6,6.0,4.16,37.64,0.99,38.93,87262.70999999995
5334-1,2013-08-29,Nancy Lomonaco,"153 Bint St, Newtown",Sydney,NSW,Consumer,Charlie Bui,Critical,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Pack,Express Air,2013-09-03,2.87,6.84,3.97,41.0,239.4,3.0,4.39,234.61,4.42,239.03,87501.73999999995
5334-1,2013-08-29,Nancy Lomonaco,"523 King St, Newtown",Sydney,NSW,Small Business,Aanya Zhang,Medium,Artisan Hanging File Binders,Technology,Small Pack,Regular Air,2013-09-03,3.65,5.98,2.33,38.0,149.2,3.0,4.49,145.02,1.49,146.51,87648.24999999994
5995-2,2013-08-29,John Castell,"154 Castlereagh St, Sydney",Sydney,NSW,Small Business,Samantha Chairs,Medium,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2013-08-30,5.19,12.98,7.79,34.0,53.76,7.0,2.19,52.59,3.14,53.28,87701.52999999994
5426-1,2013-08-29,John Castell,"154 Castlereagh St, Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,Artisan Binder Labels,Technology,Small Box,Regular Air,2013-08-30,2.45,3.89,1.44,5.0,23.92,8.0,1.14,22.18,7.01,22.59,87724.11999999994
5341-1,2013-08-29,Nancy Lomonaco,"523 King St, Newtown",Sydney,NSW,Home Office,Aanya Zhang,High,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2013-09-03,3.84,6.3,2.46,26.0,119.24,3.0,4.64,112.46,0.5,113.07,87837.18999999994
5607-1,2013-08-29,Nancy Lomonaco,"523 King St, Newtown",Sydney,NSW,Small Business,Aanya Zhang,Low,Colored Envelopes,Office Supplies,Small Box,Express Air,2013-09-03,2.25,3.69,1.44,23.0,149.78,7.0,4.49,142.75,2.5,133.73,87970.91999999994
5539-1,2013-08-30,Nancy Lomonaco,"304 King Street, Newtown",Melbourne,VIC,Home Office,Connor Betts,Medium,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,2013-09-01,2.9,4.76,1.86,43.0,133.48,3.0,11.0,126.48,0.88,126.98,88097.89999999994
5101-1,2013-08-30,Nancy Lomonaco,"531 King St, Newtown",Sydney,NSW,Corporate,Mihael Khan,Low,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Pack,Regular Air,2013-09-01,16.85,27.18,10.33,50.0,460.67,8.0,16.52,437.15,8.23,456.43,88554.32999999993
5374-1,2013-08-30,Denny Joy,"99 Lygon Street, East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Critical,Apex Preferred Stainless Steel Scissors,Technology,Small Box,Regular Air,2013-08-01,2.5,5.68,3.18,46.0,258.35,6.0,29.97,239.27,3.6,239.74,88794.06999999993
5163-1,2013-09-01,Carol Triggs,"644 George St, Sydney",Sydney,NSW,Home Office,Radhya Staples,High,Smiths Metal Binder Clips,Furniture,Large Box,Regular Air,2013-09-02,1.6,2.62,1.02,5.0,82.12,8.0,2.63,73.09,0.8,73.48,88867.54999999993
5238-1,2013-09-01,Carol Triggs,"501 George St, Sydney",Sydney,NSW,Corporate,Samantha Chairs,Medium,Artisan Binder Labels,Office Supplies,Small Pack,Express Air,2013-09-02,2.45,3.89,1.44,46.0,80.84,5.0,2.43,78.47,7.01,89.85,88957.39999999994
5229-1,2013-09-01,Carol Triggs,"644 George St, Sydney",Sydney,NSW,Small Business,Radhya Staples,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2013-09-02,1.18,1.88,0.7,27.0,80.84,3.0,2.43,78.41,1.49,79.9,89037.29999999993
5472-1,2013-09-02,Andrew Allen,"2/797 Botany Rd, Rosebery",Sydney,NSW,Consumer,Samantha Chairs,High,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2013-09-03,1.92,3.26,1.34,9.0,43.76,0.0,2.46,42.14,1.86,43.04,89080.33999999992
5832-1,2013-09-02,Andrew Allen,"797 Botany Rd, Rosebery",Sydney,NSW,Corporate,Phoebe Gour,Critical,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2013-09-03,3.65,5.98,2.33,42.0,91.24,4.0,2.93,83.96,1.49,84.71,89165.04999999993
5285-1,2013-09-03,Rob Haberlin,"8 Rankins Lane , Melbourne",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan 48 Labels,Office Supplies,Small Pack,Regular Air,2013-09-05,3.84,6.3,2.46,8.0,129.24,8.0,3.96,126.72,0.5,227.22,89392.26999999993
5345-1,2013-09-03,Rob Haberlin,"8 Rankins Lane , Melbourne",Melbourne,VIC,Home Office,Connor Betts,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2013-09-05,5.33,8.6,3.27,9.0,197.8,3.0,3.96,193.84,6.19,200.03,89592.29999999993
5297-1,2013-09-03,Rob Haberlin,"8 Rankins Lane , Melbourne",Melbourne,VIC,Small Business,Connor Betts,Low,Artisan 479 Labels,Technology,Small Box,Regular Air,2013-09-05,1.59,2.61,1.02,17.0,22.44,4.0,2.21,22.08,0.5,22.65,89614.94999999992
5450-1,2013-09-03,Darrin Martin,"221 Barkly St, St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2013-09-05,3.32,5.18,1.86,10.0,101.26,10.0,2.32,90.68,2.04,92.33,89707.27999999993
5269-1,2013-09-03,Rob Haberlin,"8 Rankins Lane , Melbourne",Melbourne,VIC,Small Business,Connor Betts,Medium,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,2013-09-05,13.88,22.38,8.5,24.0,336.1,6.0,3.36,334.84,15.1,336.85,90044.12999999993
5715-1,2013-09-04,Darrin Martin,"221 Barkly St, St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2013-09-06,2.5,5.68,3.18,40.0,180.68,4.0,10.06,182.58,3.6,186.77,90230.89999999994
5211-1,2013-09-04,Darrin Martin,"221 Barkly St, St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2013-09-05,3.32,5.18,1.86,21.0,45.94,0.0,2.95,43.53,2.04,43.97,90274.86999999994
5472-1,2013-09-04,Darrin Martin,"221 Barkly St, St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Critical,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2013-09-06,1.92,3.26,1.34,41.0,7.4,4.0,2.3,7.22,1.26,14.21,90289.07999999994
5397-1,2013-09-04,Darrin Martin,"221 Barkly St, St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,2013-09-06,1.31,2.84,1.53,35.0,191.66,3.0,13.42,178.29,0.93,180.22,90469.29999999994
5234-1,2013-09-04,Rob Haberlin,"8 Rankins Lane , Melbourne",Melbourne,VIC,Corporate,Connor Betts,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2013-09-06,3.32,5.18,1.86,18.0,191.66,5.0,13.42,178.24,2.04,180.28,90649.57999999994
5351-1,2013-09-04,Dan Caclop,"53-55 Liverpool St, Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Express Air,2013-09-10,3.52,5.68,2.16,5.0,98.31,9.0,2.93,95.97,1.39,95.99,90745.56999999995
5911-1,2013-09-05,Karl Brown,"470 Anzac Parade, Kingsford",Sydney,NSW,Home Office,Tina Carlton,High,Steady Liquid Accent Tank-Style Highlighters,Technology,Small Box,Regular Air,2013-09-07,1.31,2.84,1.53,48.0,72.8,4.0,2.44,69.56,0.93,72.46,90818.02999999996
5779-1,2013-09-09,Liz Price,"Crown Complex, Southbank",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013-09-10,1.84,2.88,1.04,39.0,48.8,3.0,2.93,45.01,0.99,45.91,90863.93999999996
5336-1,2013-09-09,Frank Price,"224A Gertrude St, Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,PastelOcean Color Pencil Set,Office Supplies,Small Box,Regular Air,2013-09-10,11.11,19.84,8.73,34.0,73.92,6.0,2.96,60.96,4.1,72.96,90936.89999999997
5927-1,2013-09-09,Liz Price,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-09-10,1.6,2.62,1.02,30.0,94.01,3.0,2.94,98.01,0.8,101.51,91038.40999999996
5283-1,2013-09-10,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-09-14,1.94,3.08,1.14,38.0,83.84,10.0,2.93,71.44,0.99,79.74,91118.14999999997
5609-1,2013-09-10,Victoria Pisteka,"Westfield Sydney, Sydney",Sydney,NSW,Home Office,Natasha Song,Medium,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2013-09-12,0.24,1.26,1.02,19.0,92.32,7.0,7.3,83.06,0.7,84.95,91203.09999999996
5834-1,2013-09-10,Grant Thornton,"98 Holdsworth Street, Woollahra",Sydney,NSW,Small Business,Natasha Song,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2013-09-12,8.82,20.99,12.17,27.0,431.8,3.0,39.23,400.05,4.81,410.04,91613.13999999996
5367-2,2013-09-11,Naresj Patel,"106 Ebley Street, Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Medium,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,2013-09-15,0.94,2.08,1.14,47.0,89.44,10.0,4.47,84.97,2.56,87.53,91700.66999999995
5055-1,2013-09-11,Liz Willingham,"60 Commercial Rd, Prahran",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Smiths Premium Bright 1-Pary Blumk Carr Poncils,Technology,Small Box,Regular Air,2013-08-13,1.59,3.28,1.71,1.0,356.12,0.0,0.0,356.12,0.98,362.47,92063.13999999996
5076-1,2013-09-11,Pauline Webber,"79 Elliott St, Balmain",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2013-09-21,3.52,5.68,2.16,33.0,518.96,8.0,4.35,512.69,1.39,523.97,92587.10999999996
5752-1,2013-09-12,Michael Granlund,"359 Crown Street, Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Low,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2013-09-14,1.31,2.84,1.53,18.0,61.8,9.0,4.36,57.58,0.93,58.63,92645.73999999996
5402-1,2013-09-12,Dan Campbell,"1/173-179 Bronte Rd, Waverley",Sydney,NSW,Consumer,Leighton Forrest,High,Artisan Non-Stick Binders,Office Supplies,Small Pack,Regular Air,2013-10-19,2.74,4.49,1.75,37.0,62.94,8.0,0.64,62.38,1.49,69.33,92715.06999999996
5822-1,2013-09-12,Victoria Brennan,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-09-14,1.6,2.62,1.02,50.0,63.8,5.0,4.36,58.68,0.8,60.31,92775.37999999996
5272-1,2013-09-13,Naresj Patel,"106 Ebley Street, Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Medium,Fluorescent Highlighters by DrawIt,Office Supplies,Small Box,Regular Air,2013-09-15,1.95,3.98,2.03,1.0,63.84,0.0,4.35,52.39,0.83,53.97,92829.34999999996
5256-1,2013-09-13,Christina Vanderzanden,"188 Pitt Street, Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Artisan Legal 4-Ring Binder,Office Supplies,Wrap Bag,Regular Air,2013-09-20,13.64,20.98,7.34,18.0,356.78,2.0,34.53,322.75,1.49,338.95,93168.29999999996
5491-1,2013-09-14,Jasper Cacioppo,"260 Marrickville Rd, Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2013-09-17,5.19,12.98,7.79,30.0,333.65,8.0,32.37,325.15,3.14,326.19,93494.48999999996
5904-1,2013-09-14,Jasper Cacioppo,"24 Addison Rd, Marrickville",Sydney,NSW,Corporate,Radhya Staples,High,Artisan Round Ring Poly Binders,Office Supplies,Wrap Bag,Regular Air,2013-09-18,1.82,2.84,1.02,39.0,34.46,6.0,2.85,30.67,5.44,31.68,93526.16999999995
5242-1,2013-09-14,Jasper Cacioppo,"24 Addison Rd, Marrickville",Sydney,NSW,Consumer,Radhya Staples,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2013-09-18,2.5,5.68,3.18,21.0,261.28,0.0,26.13,235.15,3.6,238.75,93764.91999999995
5125-1,2013-09-15,Rob Haberlin,"8 Rankins Lane , Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,EcoTones Memo Sheets,Technology,Small Box,Regular Air,2013-09-16,2.52,4.0,1.48,24.0,249.9,8.0,2.49,247.01,1.3,245.31,94010.22999999995
5932-1,2013-09-17,Marina Lichtenstein,"188 Pitt Street, Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Box,Regular Air,2013-09-19,2.87,6.84,3.97,48.0,187.5,8.0,2.91,178.61,4.42,178.13,94188.35999999996
